Parent	Daughters
volt1241	komc1235
volt1241	komo1260
volt1241	konk1269
volt1241	konn1242
volt1241	kono1264
volt1241	kono1265
volt1241	konz1239
volt1241	koon1244
volt1241	koon1245
volt1241	koro1298
volt1241	koro1304
volt1241	kosh1246
volt1241	kota1272
volt1241	kota1274
volt1241	koti1238
volt1241	kouy1238
volt1241	koyo1242
volt1241	kpag1238
volt1241	kpal1241
volt1241	kpan1246
volt1241	kpas1242
volt1241	kpat1246
volt1241	kpes1238
volt1241	kpla1238
volt1241	krac1238
volt1241	krob1245
volt1241	kuan1247
volt1241	kudu1241
volt1241	kuga1239
volt1241	kugb1241
volt1241	kuke1242
volt1241	kukk1239
volt1241	kulu1255
volt1241	kumb1238
volt1241	kund1255
volt1241	kung1260
volt1241	kuny1238
volt1241	kuoo1238
volt1241	kupa1238
volt1241	kura1248
volt1241	kura1249
volt1241	kuri1259
volt1241	kurm1245
volt1241	kusa1250
volt1241	kusu1252
volt1241	kute1248
volt1241	kutu1262
volt1241	kutu1263
volt1241	kuva1244
volt1241	kuwa1247
volt1241	kwaa1262
volt1241	kwaa1265
volt1241	kwaj1242
volt1241	kwak1266
volt1241	kwam1250
volt1241	kwam1251
volt1241	kwan1273
volt1241	kwan1276
volt1241	kwan1289
volt1241	kwas1243
volt1241	kway1241
volt1241	kwer1261
volt1241	kwes1244
volt1241	kyak1243
volt1241	laal1241
volt1241	laar1238
volt1241	labi1245
volt1241	laim1240
volt1241	laka1252
volt1241	lako1244
volt1241	lala1261
volt1241	lala1264
volt1241	lama1275
volt1241	lamb1271
volt1241	lamb1272
volt1241	lame1257
volt1241	lamj1245
volt1241	lamn1239
volt1241	lang1318
volt1241	lang1320
volt1241	lart1238
volt1241	laru1238
volt1241	leel1242
volt1241	lefa1242
volt1241	lega1249
volt1241	lega1250
volt1241	legb1242
volt1241	lele1264
volt1241	lele1265
volt1241	lemo1242
volt1241	leng1258
volt1241	lenj1248
volt1241	leny1238
volt1241	lere1241
volt1241	leti1245
volt1241	leyi1238
volt1241	libi1244
volt1241	lige1238
volt1241	liji1238
volt1241	lika1243
volt1241	liki1240
volt1241	liku1242
volt1241	likw1239
volt1241	lima1246
volt1241	limb1268
volt1241	ling1263
volt1241	lito1235
volt1241	loba1239
volt1241	lobi1245
volt1241	logb1245
volt1241	logo1258
volt1241	loka1252
volt1241	lolo1261
volt1241	loma1258
volt1241	lomb1260
volt1241	lomw1241
volt1241	long1387
volt1241	long1389
volt1241	looo1238
volt1241	lopa1238
volt1241	lozi1239
volt1241	luba1249
volt1241	luba1250
volt1241	lubi1238
volt1241	luch1239
volt1241	lucu1238
volt1241	lufu1237
volt1241	lugu1238
volt1241	luim1238
volt1241	lukp1238
volt1241	lumb1249
volt1241	luna1244
volt1241	lund1266
volt1241	luoc1235
volt1241	luse1252
volt1241	luva1239
volt1241	luya1241
volt1241	lwal1238
volt1241	lwel1234
volt1241	lyel1241
volt1241	maba1270
volt1241	mach1265
volt1241	mach1266
volt1241	mada1282
volt1241	made1252
volt1241	magh1238
volt1241	mago1246
volt1241	maho1248
volt1241	main1272
volt1241	maka1304
volt1241	makh1260
volt1241	makh1261
volt1241	makh1262
volt1241	makh1264
volt1241	makh1265
volt1241	makh1266
volt1241	makn1235
volt1241	mako1251
volt1241	makw1236
volt1241	mala1256
volt1241	mala1475
volt1241	malb1235
volt1241	mali1279
volt1241	mali1280
volt1241	mama1271
volt1241	mama1272
volt1241	mamb1294
volt1241	mamb1296
volt1241	mamp1244
volt1241	mand1423
volt1241	mang1387
volt1241	mani1294
volt1241	mant1267
volt1241	many1258
volt1241	many1259
volt1241	manz1243
volt1241	maor1244
volt1241	mara1392
volt1241	mara1393
volt1241	mare1260
volt1241	masa1299
volt1241	mash1267
volt1241	mash1269
volt1241	mate1258
volt1241	matu1259
volt1241	maxi1236
volt1241	maye1238
volt1241	mayo1261
volt1241	mbaa1245
volt1241	mbal1255
volt1241	mbal1257
volt1241	mban1262
volt1241	mban1263
volt1241	mban1264
volt1241	mban1268
volt1241	mbat1247
volt1241	mbat1248
volt1241	mbee1249
volt1241	mbee1250
volt1241	mbel1240
volt1241	mber1257
volt1241	mbes1238
volt1241	mboc1235
volt1241	mbod1238
volt1241	mboi1246
volt1241	mbok1243
volt1241	mbol1247
volt1241	mbon1252
volt1241	mbon1253
volt1241	mbos1242
volt1241	mbow1246
volt1241	mbre1244
volt1241	mbug1242
volt1241	mbuk1240
volt1241	mbuk1244
volt1241	mbul1260
volt1241	mbul1262
volt1241	mbum1254
volt1241	mbun1248
volt1241	mbun1249
volt1241	mbuu1238
volt1241	mbwe1238
volt1241	medu1238
volt1241	mend1261
volt1241	meng1264
volt1241	menk1238
volt1241	meru1245
volt1241	mesa1245
volt1241	meta1238
volt1241	mfin1238
volt1241	mfum1238
volt1241	mids1243
volt1241	mika1256
volt1241	ming1254
volt1241	mitu1240
volt1241	miyo1238
volt1241	mmaa1238
volt1241	mmen1238
volt1241	moba1244
volt1241	mobu1235
volt1241	moch1256
volt1241	moic1236
volt1241	moin1241
volt1241	moko1243
volt1241	mokp1238
volt1241	mokp1239
volt1241	mole1238
volt1241	momj1237
volt1241	mong1338
volt1241	mong1345
volt1241	mono1269
volt1241	mono1270
volt1241	monz1249
volt1241	mooo1239
volt1241	moss1236
volt1241	mpam1239
volt1241	mpie1238
volt1241	mpon1254
volt1241	mpot1240
volt1241	mpra1235
volt1241	mpuo1241
volt1241	mund1325
volt1241	mund1326
volt1241	mund1327
volt1241	mund1328
volt1241	mung1266
volt1241	mush1238
volt1241	mvan1238
volt1241	mwal1237
volt1241	mwan1247
volt1241	mwer1247
volt1241	mwer1248
volt1241	mwes1234
volt1241	mwim1241
volt1241	myen1241
volt1241	nabi1240
volt1241	nafa1258
volt1241	nagu1244
volt1241	naki1238
volt1241	namb1291
volt1241	nand1264
volt1241	nane1238
volt1241	nate1242
volt1241	nath1238
volt1241	nati1243
volt1241	nawd1238
volt1241	nawu1242
volt1241	ncan1245
volt1241	nchu1238
volt1241	ndai1238
volt1241	ndak1241
volt1241	ndal1241
volt1241	ndam1239
volt1241	ndam1254
volt1241	ndan1241
volt1241	ndas1238
volt1241	ndau1241
volt1241	ndeg1238
volt1241	ndem1249
volt1241	nden1248
volt1241	nden1249
volt1241	nden1250
volt1241	ndob1238
volt1241	ndoe1238
volt1241	ndog1248
volt1241	ndol1238
volt1241	ndom1244
volt1241	ndon1254
volt1241	ndoo1241
volt1241	ndum1239
volt1241	ndun1249
volt1241	ndun1251
volt1241	ndzw1235
volt1241	neyo1238
volt1241	ngal1296
volt1241	ngam1267
volt1241	ngan1299
volt1241	ngan1300
volt1241	ngan1302
volt1241	ngan1304
volt1241	ngaz1238
volt1241	ngba1284
volt1241	ngba1285
volt1241	ngba1287
volt1241	ngbe1238
volt1241	ngbi1238
volt1241	ngbu1241
volt1241	ngel1238
volt1241	ngem1255
volt1241	ngen1257
volt1241	ngie1241
volt1241	ngie1242
volt1241	ngin1244
volt1241	ngom1268
volt1241	ngom1270
volt1241	ngom1271
volt1241	ngom1272
volt1241	ngon1267
volt1241	ngon1269
volt1241	ngos1238
volt1241	ngub1239
volt1241	ngul1246
volt1241	ngul1247
volt1241	ngum1255
volt1241	ngun1266
volt1241	ngun1270
volt1241	ngun1272
volt1241	ngur1263
volt1241	ngwe1238
volt1241	ngwo1241
volt1241	niel1243
volt1241	nige1255
volt1241	nila1242
volt1241	nimb1256
volt1241	nind1242
volt1241	ning1271
volt1241	ninz1246
volt1241	njan1240
volt1241	njeb1242
volt1241	njen1238
volt1241	njer1242
volt1241	njye1238
volt1241	nkan1238
volt1241	nkar1238
volt1241	nkem1242
volt1241	nkhu1238
volt1241	nkon1245
volt1241	nkon1247
volt1241	nkoy1244
volt1241	nkuk1238
volt1241	nkut1238
volt1241	nnam1238
volt1241	noma1260
volt1241	noon1243
volt1241	nort2770
volt1241	nort2774
volt1241	nort2775
volt1241	nort2780
volt1241	nort2784
volt1241	nort2787
volt1241	nort2795
volt1241	nort2810
volt1241	nort3260
volt1241	notr1240
volt1241	noyy1238
volt1241	nsar1238
volt1241	nsen1242
volt1241	nson1238
volt1241	ntch1242
volt1241	nter1234
volt1241	ntom1248
volt1241	nuba1241
volt1241	nucl1240
volt1241	nucl1379
volt1241	nucl1396
volt1241	nucl1417
volt1241	nucl1418
volt1241	nugu1242
volt1241	numa1252
volt1241	nung1292
volt1241	nupe1254
volt1241	nyab1255
volt1241	nyak1260
volt1241	nyal1250
volt1241	nyam1275
volt1241	nyam1276
volt1241	nyam1277
volt1241	nyan1302
volt1241	nyan1303
volt1241	nyan1304
volt1241	nyan1305
volt1241	nyan1307
volt1241	nyan1308
volt1241	nyar1245
volt1241	nyat1246
volt1241	nyem1238
volt1241	nyen1257
volt1241	nyih1239
volt1241	nyih1240
volt1241	nyik1246
volt1241	nyik1247
volt1241	nyin1248
volt1241	nyok1243
volt1241	nyol1238
volt1241	nyon1241
volt1241	nyor1244
volt1241	nyor1246
volt1241	nyun1248
volt1241	nzad1234
volt1241	nzak1246
volt1241	nzak1247
volt1241	nzim1238
volt1241	oban1244
volt1241	oblo1238
volt1241	obol1243
volt1241	obul1238
volt1241	ochi1235
volt1241	odua1238
volt1241	ogba1241
volt1241	ogbi1239
volt1241	ogbo1242
volt1241	ogbr1243
volt1241	okob1241
volt1241	okoe1238
volt1241	okpa1238
volt1241	okpe1249
volt1241	okpe1250
volt1241	okuu1243
volt1241	olib1234
volt1241	olom1241
volt1241	olul1245
volt1241	omba1241
volt1241	ombo1238
volt1241	orin1239
volt1241	orok1266
volt1241	oroo1241
volt1241	osam1235
volt1241	osat1238
volt1241	osos1238
volt1241	otan1238
volt1241	paas1238
volt1241	pagi1243
volt1241	pala1342
volt1241	pale1262
volt1241	pamb1243
volt1241	pamm1242
volt1241	pana1293
volt1241	pana1295
volt1241	pana1298
volt1241	pand1264
volt1241	pang1286
volt1241	pang1287
volt1241	pedi1238
volt1241	peee1238
volt1241	peer1241
volt1241	phen1239
volt1241	phim1238
volt1241	phui1238
volt1241	pimb1238
volt1241	pinj1243
volt1241	piny1238
volt1241	piti1243
volt1241	plap1239
volt1241	pogo1243
volt1241	poke1238
volt1241	poko1261
volt1241	pomo1271
volt1241	pong1250
volt1241	punu1239
volt1241	putu1241
volt1241	pyek1235
volt1241	rang1269
volt1241	resh1242
volt1241	rive1257
volt1241	rogo1238
volt1241	romb1244
volt1241	rong1268
volt1241	rund1241
volt1241	rund1242
volt1241	rung1255
volt1241	ruul1235
volt1241	ruun1238
volt1241	rwaa1238
volt1241	saam1283
volt1241	safa1243
volt1241	safw1238
volt1241	saga1256
volt1241	saga1262
volt1241	saka1287
volt1241	sake1247
volt1241	sala1266
volt1241	sala1268
volt1241	sama1300
volt1241	samb1305
volt1241	samb1307
volt1241	samb1309
volt1241	samb1311
volt1241	sang1328
volt1241	sang1329
volt1241	sang1330
volt1241	sang1331
volt1241	sang1333
volt1241	sans1272
volt1241	sapo1251
volt1241	sasa1247
volt1241	saxw1241
volt1241	seba1247
volt1241	sege1246
volt1241	sehw1238
volt1241	seki1238
volt1241	sekp1241
volt1241	sele1249
volt1241	sena1262
volt1241	seng1278
volt1241	sere1264
volt1241	shal1242
volt1241	sham1277
volt1241	sham1278
volt1241	sham1280
volt1241	shan1278
volt1241	shan1291
volt1241	shau1238
volt1241	shen1250
volt1241	shii1238
volt1241	shik1242
volt1241	shiw1234
volt1241	shon1251
volt1241	shoo1247
volt1241	shub1238
volt1241	sici1249
volt1241	sigh1238
volt1241	sima1258
volt1241	simb1254
volt1241	sing1266
volt1241	sira1266
volt1241	siss1242
volt1241	siti1241
volt1241	siwu1238
volt1241	soca1235
volt1241	sode1235
volt1241	soga1242
volt1241	soli1239
volt1241	somy1238
volt1241	sond1250
volt1241	song1299
volt1241	song1300
volt1241	song1303
volt1241	song1305
volt1241	sout2782
volt1241	sout2784
volt1241	sout2785
volt1241	sout2787
volt1241	sout2789
volt1241	sout2790
volt1241	sout2795
volt1241	sout2797
volt1241	sout2807
volt1241	sout2808
volt1241	sout2826
volt1241	suba1238
volt1241	suba1252
volt1241	subi1246
volt1241	suga1248
volt1241	suku1259
volt1241	suku1261
volt1241	suma1264
volt1241	sumb1240
volt1241	supy1237
volt1241	surr1238
volt1241	suru1258
volt1241	suun1239
volt1241	swah1253
volt1241	swat1243
volt1241	syan1242
volt1241	taab1238
volt1241	tach1242
volt1241	tafi1243
volt1241	tagb1255
volt1241	tagw1240
volt1241	tait1250
volt1241	taju1238
volt1241	takw1238
volt1241	tali1258
volt1241	tamp1252
volt1241	tanj1247
volt1241	taro1263
volt1241	tave1240
volt1241	tawa1270
volt1241	tchi1245
volt1241	tchu1241
volt1241	teee1242
volt1241	teen1242
volt1241	teke1274
volt1241	teke1275
volt1241	teke1276
volt1241	teke1277
volt1241	teke1278
volt1241	teke1280
volt1241	teke1281
volt1241	temb1270
volt1241	temb1272
volt1241	teme1252
volt1241	temi1247
volt1241	temm1241
volt1241	tepo1239
volt1241	tepp1235
volt1241	tete1250
volt1241	tewe1238
volt1241	thaa1239
volt1241	thar1283
volt1241	tiag1235
volt1241	tibe1274
volt1241	tief1242
volt1241	tief1244
volt1241	tien1242
volt1241	tigo1236
volt1241	tika1246
volt1241	tita1240
volt1241	tivv1240
volt1241	tofi1235
volt1241	togb1241
volt1241	togo1252
volt1241	tomb1246
volt1241	tong1318
volt1241	tong1320
volt1241	tong1321
volt1241	tooo1238
volt1241	toor1238
volt1241	toro1249
volt1241	tote1238
volt1241	tsaa1242
volt1241	tsik1238
volt1241	tsis1238
volt1241	tsog1243
volt1241	tson1249
volt1241	tsoo1241
volt1241	tsot1241
volt1241	tsuv1239
volt1241	tswa1237
volt1241	tswa1253
volt1241	tswa1255
volt1241	tuki1240
volt1241	tula1252
volt1241	tumb1250
volt1241	tumu1242
volt1241	tune1261
volt1241	tuni1251
volt1241	tunz1235
volt1241	tuot1238
volt1241	tupu1244
volt1241	turk1306
volt1241	tuwu1238
volt1241	twen1242
volt1241	tyap1238
volt1241	ubag1245
volt1241	uban1243
volt1241	udaa1238
volt1241	uham1238
volt1241	ukaa1243
volt1241	ukhw1241
volt1241	ukpe1247
volt1241	ukpe1249
volt1241	ukue1238
volt1241	ukwa1238
volt1241	ukwu1241
volt1241	uluk1257
volt1241	umbu1257
volt1241	umon1238
volt1241	unem1238
volt1241	urho1239
volt1241	usag1244
volt1241	uvbi1238
volt1241	uzek1238
volt1241	vagh1247
volt1241	vagl1239
volt1241	vanu1242
volt1241	vend1245
volt1241	veng1238
volt1241	vere1252
volt1241	vidu1238
volt1241	viem1243
volt1241	vili1238
volt1241	vili1239
volt1241	vinz1238
volt1241	viti1241
volt1241	voro1240
volt1241	vumb1238
volt1241	vunj1238
volt1241	vute1244
volt1241	vwan1235
volt1241	waam1244
volt1241	waci1239
volt1241	waja1259
volt1241	waka1275
volt1241	wali1263
volt1241	wand1264
volt1241	wand1266
volt1241	wane1242
volt1241	wang1294
volt1241	wann1241
volt1241	wapa1235
volt1241	waph1238
volt1241	wara1292
volt1241	wasa1244
volt1241	wawa1246
volt1241	wehh1238
volt1241	weme1239
volt1241	weno1238
volt1241	weso1238
volt1241	west2456
volt1241	west2458
volt1241	west2465
volt1241	west2466
volt1241	west2488
volt1241	west2861
volt1241	wewe1238
volt1241	winy1241
volt1241	womn1235
volt1241	wong1247
volt1241	wudu1238
volt1241	wumb1241
volt1241	wumb1242
volt1241	wush1238
volt1241	xhos1239
volt1241	xwel1235
volt1241	yace1238
volt1241	yaka1269
volt1241	yaka1272
volt1241	yaka1274
volt1241	yako1252
volt1241	yala1263
volt1241	yamb1251
volt1241	yamb1252
volt1241	yamb1255
volt1241	yang1289
volt1241	yang1290
volt1241	yang1293
volt1241	yans1239
volt1241	yaoo1241
volt1241	yasa1242
volt1241	yekh1238
volt1241	yela1238
volt1241	yemb1246
volt1241	yend1241
volt1241	yeni1253
volt1241	yesk1239
volt1241	yeyi1239
volt1241	yoco1235
volt1241	yomb1244
volt1241	yomm1242
volt1241	yoru1245
volt1241	yott1234
volt1241	yuku1243
volt1241	zamb1245
volt1241	zana1238
volt1241	zand1248
volt1241	zang1249
volt1241	zara1247
volt1241	zemb1238
volt1241	zhir1238
volt1241	zhoa1238
volt1241	zigu1242
volt1241	zimb1251
volt1241	zinz1238
volt1241	ziri1239
volt1241	zulu1248
voti1248	huet1235
voti1248	male1297
voti1248	rama1270
vute1246	vute1244
vute1246	wawa1246
vuti1235	tepp1235
vuti1235	vute1244
vuti1235	wawa1246
waaa1245	awac1238
waaa1245	nucl1290
waaa1245	para1301
waam1245	dita1238
waam1245	mbel1240
waam1245	nate1242
waam1245	waam1244
waer1238	rajo1237
waer1238	waer1237
waga1259	amii1238
waga1259	mand1416
waga1259	mara1386
wagg1235	awar1249
wagg1235	bore1247
wagg1235	bosn1248
wagg1235	kaia1245
wagg1235	wata1253
wahg1249	niii1240
wahg1249	nort2921
wahg1249	nucl1620
waic1245	awac1238
waic1245	blan1242
waic1245	east2330
waic1245	nucl1290
waic1245	para1301
waic1245	samt1238
waic1245	west2396
waig1246	treg1243
waig1246	waig1243
waiw1245	hixk1239
waiw1245	waiw1244
waja1258	awak1250
waja1258	bang1348
waja1258	bena1260
waja1258	bura1271
waja1258	dadi1249
waja1258	diji1241
waja1258	dzaa1238
waja1258	kaan1247
waja1258	kamo1254
waja1258	kwaa1262
waja1258	kyak1243
waja1258	lala1261
waja1258	leel1242
waja1258	long1389
waja1258	looo1238
waja1258	magh1238
waja1258	makn1235
waja1258	mboi1246
waja1258	ming1254
waja1258	mooo1239
waja1258	thaa1239
waja1258	tsoo1241
waja1258	tula1252
waja1258	voro1240
waja1258	waja1259
waka1280	diti1235
waka1280	hais1244
waka1280	heil1246
waka1280	kwak1269
waka1280	maka1318
waka1280	nuuc1236
waka1283	gure1255
waka1283	kabi1260
waka1283	waka1274
waka1283	wuli1242
waka1284	teme1252
waka1284	waka1275
waka1284	yend1241
waka1285	waka1275
waka1285	yend1241
wala1271	awac1238
wala1271	east2330
wala1271	nucl1290
wala1271	para1301
wala1271	west2396
wali1264	nucl1453
wali1264	peii1238
wali1264	tuwa1242
wali1264	yawi1238
wama1249	mosi1248
wama1249	muru1273
wama1249	samo1306
wama1249	wama1247
wana1272	guan1269
wana1272	pira1254
wand1280	glav1244
wand1280	malg1251
wand1280	wand1278
wand1281	malg1251
wand1281	wand1278
wang1300	ngaa1240
wang1300	pint1251
wang1300	pitj1243
wang1300	yank1247
wanh1234	orow1243
wanh1234	wany1246
wanh1234	wari1268
wanj1243	sang1330
wanj1243	vwan1235
wanm1243	mwan1250
wanm1243	wann1242
want1251	awar1248
want1251	tuma1250
want1251	want1252
want1253	awar1248
want1253	want1252
wapi1252	ator1244
wapi1252	mapi1252
wapi1252	mawa1268
wapi1252	wapi1253
wara1293	kunj1246
wara1293	wara1294
wara1304	bayb1234
wara1304	kina1252
wara1304	wara1299
wara1304	wara1300
wara1305	jora1240
wara1305	paus1244
wara1305	siri1273
wara1305	yuqu1240
ware1256	mand1448
ware1256	ware1255
wari1265	aman1265
wari1265	auwe1239
wari1265	daon1243
wari1265	imon1245
wari1265	mane1266
wari1265	seng1285
wari1265	sowa1245
wari1265	wari1266
wari1267	orow1243
wari1267	wari1268
wari1269	orow1243
wari1269	urup1245
wari1269	wany1246
wari1269	wari1268
wari1269	yaru1257
wari1270	dhar1247
wari1270	wari1262
warj1254	kari1316
warj1254	miya1266
warj1254	warj1253
warl1257	ligh1234
warn1245	mart1256
warn1245	wanm1242
warr1256	bung1264
warr1256	warr1257
warr1259	uwin1234
warr1259	wara1290
warr1259	wulw1234
waru1263	gugu1253
waru1263	waru1264
waru1269	asar1240
waru1269	bulg1265
waru1269	dege1247
waru1269	fora1245
waru1269	guya1251
waru1269	gwah1244
waru1269	mole1239
waru1269	mura1271
waru1269	yago1240
wata1252	kaia1245
wata1252	wata1253
wati1241	anta1253
wati1241	koka1244
wati1241	kuka1246
wati1241	mart1256
wati1241	ngaa1240
wati1241	pini1245
wati1241	pint1250
wati1241	pint1251
wati1241	pitj1243
wati1241	wanm1242
wati1241	yank1247
wati1241	yulp1239
watu1246	midd1327
watu1246	nort2857
watu1246	sout2877
waur1245	mehi1240
waur1245	waur1244
waur1246	kust1238
waur1246	mehi1240
waur1246	waur1244
waya1271	emer1243
waya1271	waya1270
waya1271	zoee1240
waya1272	tive1236
waya1272	waya1269
waya1272	yaoa1239
weea1234	daho1238
weea1234	east2414
weea1234	glar1241
weea1234	glio1241
weea1234	nyab1255
weea1234	sapo1251
weea1234	weno1238
weea1234	weso1238
weea1234	west2488
weea1234	wewe1238
wenm1239	ahom1240
wenm1239	aito1238
wenm1239	daiz1235
wenm1239	kham1290
wenm1239	kham1291
wenm1239	khun1259
wenm1239	laoo1244
wenm1239	luuu1242
wenm1239	nort2740
wenm1239	nort2741
wenm1239	padi1241
wenm1239	phak1238
wenm1239	phua1239
wenm1239	phut1244
wenm1239	shan1277
wenm1239	sout2746
wenm1239	taid1247
wenm1239	taid1248
wenm1239	taid1249
wenm1239	taid1250
wenm1239	taih1246
wenm1239	tail1247
wenm1239	tail1248
wenm1239	tain1252
wenm1239	taip1250
wenm1239	tait1248
wenm1239	taiy1242
wenm1239	tays1238
wenm1239	tayt1241
wenm1239	tayy1238
wenm1239	thai1259
wenm1239	thai1261
wenm1239	turu1249
wenm1239	yong1277
wenm1239	yoyy1238
weri1254	amam1246
weri1254	weri1253
wese1235	afri1274
wese1235	berb1259
wese1235	dutc1256
wese1235	javi1237
wese1235	midd1321
wese1235	nege1244
wese1235	oldd1237
wese1235	oorl1238
wese1235	petj1238
wese1235	skep1238
wese1235	vlaa1240
wese1235	zeeu1238
west1472	crim1257
west1472	kara1464
west1472	kara1465
west1472	krym1236
west1472	kumy1244
west1472	urum1249
west1486	airo1242
west1486	sama1240
west1492	east2332
west1492	kuyy1240
west1492	nort3270
west1492	nyeu1238
west1492	sooo1254
west1492	sout3251
west1492	west2397
west1493	kala1256
west1493	moii1235
west1493	mora1239
west1493	sege1235
west1493	tehi1237
west1503	port1278
west1503	west2205
west2382	rajb1243
west2382	surj1235
west2387	nort2665
west2387	sout2671
west2390	lule1254
west2390	nort2671
west2390	pite1240
west2390	sout2674
west2390	umes1235
west2394	cent2314
west2394	chon1284
west2394	saoc1239
west2394	somr1240
west2394	suoy1242
west2399	kave1238
west2399	krun1240
west2399	lave1248
west2399	lave1249
west2399	lawi1235
west2399	nyah1249
west2399	oyyy1238
west2399	sapu1248
west2399	souu1238
west2399	trie1243
west2406	balk1254
west2406	gaga1249
west2406	nort2697
west2406	nucl1301
west2406	salc1238
west2406	sout2697
west2424	bahi1252
west2424	dumi1241
west2424	jeru1240
west2424	khal1275
west2424	koii1238
west2424	sunw1242
west2424	thul1246
west2424	tilu1238
west2424	wamb1257
west2424	wayu1241
west2427	even1259
west2427	negi1245
west2427	oroq1238
west2428	rutu1240
west2428	tsak1249
west2429	dido1241
west2429	hinu1240
west2429	khva1239
west2432	djau1244
west2432	uwin1234
west2432	wara1290
west2432	wulw1234
west2434	amii1238
west2434	mand1416
west2434	mara1386
west2434	mari1417
west2434	mari1419
west2434	mari1421
west2434	mari1422
west2434	mari1423
west2434	mari1424
west2434	marr1256
west2434	mart1254
west2435	umii1235
west2435	ungg1243
west2435	winj1235
west2435	worr1237
west2438	dier1241
west2438	dira1238
west2438	ngam1265
west2438	pirl1238
west2438	yand1253
west2438	yawa1258
west2439	dhuw1249
west2439	guma1253
west2440	djin1252
west2440	djin1253
west2445	ganz1246
west2445	hozo1236
west2445	seze1235
west2446	bise1238
west2446	izon1238
west2446	okod1238
west2446	orum1241
west2461	daga1272
west2461	dagb1246
west2461	fare1241
west2461	hang1258
west2461	kama1357
west2461	kant1249
west2461	kusa1250
west2461	malb1235
west2461	mamp1244
west2461	moss1236
west2461	nabi1240
west2461	nort2780
west2461	notr1240
west2461	safa1243
west2461	sout2789
west2461	sout2790
west2461	wali1263
west2469	baan1241
west2469	elem1253
west2485	barc1235
west2485	cent2041
west2485	daho1238
west2485	dewo1238
west2485	east2414
west2485	gbii1242
west2485	gbol1235
west2485	glar1241
west2485	glio1241
west2485	klao1243
west2485	nort2810
west2485	nucl1418
west2485	nyab1255
west2485	plap1239
west2485	pyek1235
west2485	sapo1251
west2485	sout2826
west2485	taju1238
west2485	tepo1239
west2485	weno1238
west2485	weso1238
west2485	west2488
west2485	wewe1238
west2489	dalo1238
west2489	godi1239
west2489	guib1246
west2493	acol1236
west2493	adho1243
west2493	alur1250
west2493	anua1242
west2493	bela1256
west2493	buru1301
west2493	jumj1238
west2493	kuma1275
west2493	lang1324
west2493	luok1236
west2493	luwo1239
west2493	maba1273
west2493	nort2815
west2493	nort2816
west2493	nuer1246
west2493	pari1256
west2493	reel1238
west2493	shil1265
west2493	sout2832
west2493	sout2833
west2493	sout2834
west2493	thur1255
west2499	jaha1245
west2499	kago1248
west2499	kita1249
west2499	mand1436
west2499	west2500
west2499	xaas1235
west2501	bayg1239
west2501	dard1243
west2501	darf1239
west2501	dars1235
west2501	njal1239
west2502	heib1243
west2502	koal1240
west2502	laro1243
west2502	logo1262
west2502	moro1285
west2502	otor1240
west2502	shwa1239
west2502	tira1254
west2503	moro1285
west2503	tira1254
west2505	bilm1238
west2505	cent2050
west2505	daza1242
west2505	kane1243
west2505	mang1399
west2505	tarj1235
west2505	teda1241
west2505	tuma1248
west2506	anii1246
west2506	gana1274
west2506	gwii1239
west2506	kxoe1243
west2506	naro1249
west2508	tene1248
west2508	tomo1243
west2518	namo1248
west2518	west2519
west2523	lagh1246
west2523	zaba1237
west2530	aikl1237
west2530	apal1255
west2530	gimi1242
west2530	solo1258
west2532	kani1282
west2532	kani1283
west2532	seim1238
west2532	wuvu1239
west2533	bipi1237
west2533	herm1237
west2533	kheh1237
west2533	liku1243
west2533	mond1265
west2533	nyin1250
west2533	sori1242
west2533	tulu1259
west2545	amar1273
west2545	baik1238
west2545	bilb1242
west2545	dela1251
west2545	deng1253
west2545	helo1243
west2545	lole1239
west2545	ring1244
west2545	term1237
west2545	tiii1241
west2545	uabm1237
west2547	kema1243
west2547	tuku1254
west2550	ahin1234
west2550	ibal1244
west2550	iwak1237
west2550	kara1487
west2550	kele1259
west2550	pang1290
west2552	kaga1255
west2552	kala1388
west2552	taga1268
west2554	ilia1236
west2554	west2555
west2562	sebo1238
west2562	west2563
west2566	kode1237
west2566	mori1269
west2566	pado1242
west2566	raha1237
west2566	tola1247
west2566	toma1248
west2566	waru1266
west2567	kode1237
west2567	raha1237
west2567	tola1247
west2567	waru1266
west2571	andi1257
west2571	batu1260
west2571	bobo1255
west2571	salu1253
west2572	babu1240
west2572	papo1239
west2572	thao1240
west2573	keor1235
west2573	opao1240
west2573	orok1267
west2576	hewa1241
west2576	niks1238
west2576	piam1243
west2576	sani1270
west2580	ineb1235
west2580	kabo1248
west2580	kwam1254
west2580	molm1235
west2580	nort2907
west2580	seta1245
west2580	seti1248
west2580	sout2932
west2582	fayu1238
west2582	kiri1256
west2582	taus1252
west2585	kora1298
west2585	koru1245
west2585	kosa1249
west2585	nalc1240
west2585	nips1240
west2604	baha1258
west2604	ihaa1241
west2604	kara1499
west2611	dubu1240
west2611	towe1240
west2614	chic1270
west2614	choc1276
west2621	mono1275
west2621	nort2954
west2633	coas1301
west2633	lake1258
west2636	capo1236
west2636	macu1258
west2636	maxa1247
west2641	boru1252
west2641	brib1243
west2641	cabe1245
west2641	teri1250
west2645	elal1235
west2645	lach1249
west2645	toto1308
west2646	elal1235
west2646	lach1249
west2647	kore1283
west2647	maca1261
west2647	orej1242
west2647	seco1241
west2647	sion1247
west2647	tama1340
